City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
538,Yumen,CN,68.94,overcast clouds,40.2833,97.2,
539,Korla,CN,74.7,overcast clouds,41.7597,86.1469,Gulisitan Hotel
540,Kloulklubed,PW,84.7,broken clouds,7.0419,134.2556,Storyboard Beach Resort
541,College,US,65.21,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
544,Tabas,IR,70.72,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
545,Santiago Del Estero,AR,74.86,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
547,Svetlyy,RU,69.85,broken clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
550,Nouadhibou,MR,78.78,broken clouds,20.931,-17.0347,El Medina
551,Lokhvytsya,UA,66.45,clear sky,50.3678,33.2602,Ukraine
552,Sai Buri,TH,76.71,overcast clouds,6.7013,101.6168,สวนป่ารีสอร์ท
555,Hirara,JP,87.66,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
558,Eureka,US,83.68,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
559,Kifri,IQ,89.37,clear sky,34.6959,44.9661,بيت نزهان الحديدي
560,Zaplavnoye,RU,71.73,clear sky,48.7048,45.0229,"Emerald, recreation"
561,Karpathos,GR,73.36,clear sky,35.507,27.2132,Alex
562,Spanish Town,JM,83.82,few clouds,17.9911,-76.9574,Shan's Cloud
563,Sungairaya,ID,77.95,light rain,0.7,108.9,
565,Krabi,TH,83.05,few clouds,8.0726,98.9105,Tharapark View Hotel
566,Belle Glade,US,85.01,overcast clouds,26.6845,-80.6676,Mid-City Trailer Park
567,Elkton,US,80.78,clear sky,39.6068,-75.8333,"Motel 6 Elkton, MD"
569,San Andres Del Rabanedo,ES,65.77,clear sky,42.6117,-5.6167,Parador de León
570,Oussouye,SN,78.89,overcast clouds,12.485,-16.5469,Auberge du Routard
571,Buraydah,SA,86.45,clear sky,26.326,43.975,Mövenpick Qassim
573,Grand Gaube,MU,70.2,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
576,Ler,SS,67.17,overcast clouds,8.3018,30.1418,Leer Humanitarian Hub
578,Bako,ET,65.66,broken clouds,5.7833,36.5667,Goh Hotel
579,Fort Nelson,CA,85.59,few clouds,58.8053,-122.7002,The Fort Nelson Hotel
580,Arteaga,MX,73.27,few clouds,18.4667,-102.4167,
583,Goure,NE,74.37,overcast clouds,13.9835,10.2704,
584,Kununurra,AU,67.98,few clouds,-15.7667,128.7333,Hotel Kununurra
585,Lithakia,GR,69.17,clear sky,37.7167,20.8333,Zante Plaza Hotel & Apartments
586,Honiara,SB,86.49,broken clouds,-9.4333,159.95,Heritage Park Hotel
587,Smirnykh,RU,66.24,broken clouds,49.75,142.8333,Tsentral'naya
588,Zemio,CF,67.41,broken clouds,5.0314,25.1361,OCHA Office
589,Bacolod,PH,82.53,broken clouds,10.6667,122.95,Planta Hotel & Residences
591,Anupshahr,IN,79.16,broken clouds,28.3667,78.2667,Hotel maryada palace
592,Grandview,US,87.94,clear sky,38.8858,-94.533,Holiday Inn Express & Suites Kansas City-Grandview
593,Neiafu,TO,81.28,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
597,Cap Malheureux,MU,68.47,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
599,Kawalu,ID,71.62,overcast clouds,-7.3817,108.2082,West Jontor
601,Sept-Iles,CA,65.05,light rain,50.2001,-66.3821,Comfort Inn
604,Antsohihy,MG,68.5,clear sky,-14.8796,47.9875,Hotel de Ville
605,Saint-Georges,GD,79.92,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
607,Emilio Carranza,MX,83.75,overcast clouds,19.9711,-96.6114,Hotel Carranza Inn
608,Aloleng,PH,81.99,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
609,San Estanislao,CO,84.09,broken clouds,10.3983,-75.1511,Hostal Bugambilia
610,Den Helder,NL,71.98,overcast clouds,52.9599,4.7593,Hotel Den Helder
611,Upata,VE,74.19,overcast clouds,8.0086,-62.3989,Posada Villa Nela
612,Veendam,NL,70.11,broken clouds,53.1067,6.8792,Brouwhotel Parkzicht
613,Isiolo,KE,65.14,scattered clouds,0.3546,37.5822,Gaddisa Hotel
614,Kinango,KE,66.34,light rain,-4.1372,39.3153,Legacy Hotel
615,Eyl,SO,77.4,few clouds,7.9803,49.8164,Amiin Hotel
616,Palu,ID,79.7,moderate rain,-0.8917,119.8707,Hotel Santika Palu
618,Odweyne,SO,70.79,few clouds,9.4092,45.064,Eng Hiirey House
620,Costinesti,RO,74.44,few clouds,43.95,28.6333,Villa Mar Bella
621,Corning,US,74.57,clear sky,42.1428,-77.0547,Fairfield Inn by Marriott Corning Riverside
623,Erice,IT,72.07,few clouds,38.037,12.5865,I Mulini Resort
624,Maningrida,AU,73.0,clear sky,-12.0667,134.2667,Dhukurrdji Lodge
626,Maues,BR,78.53,broken clouds,-3.3836,-57.7186,Hotel Miramar
627,Bembereke,BJ,69.42,overcast clouds,10.2283,2.6634,Hotel Bio Guera
629,La Orilla,MX,84.72,few clouds,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
631,Kirtipur,NP,69.73,broken clouds,27.6667,85.2833,LOGOS House Nepal
633,Riberalta,BO,79.52,few clouds,-10.9833,-66.1,Hotel Colonial
634,Dosso,NE,76.91,overcast clouds,13.049,3.1937,Hotel Toubal
636,Ayorou,NE,82.89,broken clouds,14.7308,0.9174,Hotel Amenokal
637,Jasper,US,89.11,clear sky,37.2001,-94.3502,Guest House Motel
642,Ko Samui,TH,82.31,few clouds,9.5357,99.9357,The Passage
644,Nioro,GM,74.46,overcast clouds,13.35,-15.75,
645,Tenkodogo,BF,73.11,broken clouds,11.78,-0.3697,Hôtel Tiéba
647,Rincon,US,82.36,broken clouds,32.296,-81.2354,Days Inn Rincon
650,Banda Aceh,ID,77.94,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
653,Akhtanizovskaya,RU,77.49,scattered clouds,45.32,37.1,Svetlyy
654,Kintinku,TZ,65.52,clear sky,-5.8833,35.2333,
658,Canutama,BR,79.29,broken clouds,-6.5339,-64.3831,Hotel Jhennifer
661,Mucuri,BR,71.35,clear sky,-18.0864,-39.5508,La Bodeguita Pousada
662,Ugoofaaru,MV,77.68,overcast clouds,5.6667,73.0,Ungoofaaru Inn
663,Luzhou,CN,88.63,overcast clouds,28.8724,105.4405,Shijichun Hotel
664,Awash,ET,71.15,overcast clouds,8.9833,40.1667,Kediga hotel
666,Marshall,US,80.58,clear sky,34.3834,-86.3333,Riverview Campground
667,Canatlan,MX,72.27,overcast clouds,24.5167,-104.7833,AUTOLAVADO El Negro
668,Port Said,EG,81.66,clear sky,31.2565,32.2841,Aracan Hotel
669,Marystown,CA,66.36,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
671,Dawei,MM,77.7,overcast clouds,14.0833,98.2,Hotel Dawei
673,Santa Isabel Do Rio Negro,BR,72.18,broken clouds,-0.4139,-65.0192,Hotel GSA
678,Moerai,PF,71.06,overcast clouds,-22.4333,-151.3333,Le Manotel
679,Alta Floresta,BR,82.04,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
680,Roura,GF,76.91,clear sky,4.7263,-52.3274,Amazonie Découverte SARL
681,Zhangye,CN,67.3,few clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
682,Williamsport,US,75.22,clear sky,41.2412,-77.0011,Hampton Inn Williamsport-Downtown
683,Raudeberg,NO,66.87,light rain,61.9875,5.1352,Nordre Silda.
685,Rosetta,EG,78.96,clear sky,31.4044,30.4164,Green Valley
686,Barra Do Bugres,BR,79.03,overcast clouds,-15.0725,-57.1811,Hotel 4AM Petrofurt
687,Komsomolskiy,UZ,75.92,overcast clouds,40.4272,71.7189,Ikathouse
690,Ponnani,IN,72.72,overcast clouds,10.767,75.9252,Rouba Residency
691,Calgary,CA,72.01,broken clouds,51.0501,-114.0853,Ramada Plaza by Wyndham Calgary Downtown
692,Mormugao,IN,76.84,overcast clouds,15.4,73.8,Coconut Creek Resort
693,Upington,ZA,70.18,clear sky,-28.4478,21.2561,River Place Manor
694,Korsakov,RU,67.84,scattered clouds,46.6328,142.7813,Hotel Asino
695,Kongoussi,BF,76.21,broken clouds,13.3258,-1.5347,Hôtel La Sagesse
696,Bouafle,CI,71.62,broken clouds,6.9904,-5.7442,Hotel Zaouli
699,Itaporanga,BR,72.64,broken clouds,-7.3044,-38.1503,Hotel Rainha do Vale
700,Gorom-Gorom,BF,81.19,broken clouds,14.4439,-0.2361,
701,Montepuez,MZ,66.33,clear sky,-13.1256,38.9997,PembaAparthotel
702,Quatre Cocos,MU,69.91,broken clouds,-20.2078,57.7625,Sunrise Attitude Hotel
703,Reconquista,AR,72.7,few clouds,-29.15,-59.65,Grand Hotel
704,Santa Catarina De Tepehuanes,MX,73.18,overcast clouds,25.35,-105.7333,hotel plaza
705,Natitingou,BJ,68.65,broken clouds,10.3042,1.3796,Cotonou
706,Srikakulam,IN,77.74,overcast clouds,18.3,83.9,Micro Systems
708,Japura,ID,73.71,broken clouds,-0.3167,102.35,Rumah mbah Jamah
709,Porto Novo,BJ,75.02,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
